meanRMSD	sdRMSD	meanCI	meanSpearman	sdSpearman	minSpearman	drug	Kpatient	Kdrug
X17.AAG..Tanespimycin.	37.8100342833299	4.04067285047564	0	0.58516742081448	0.0896592319726577	0.409683257918552	X17.AAG..Tanespimycin.	KrnarestrictRbf6	Kempirical
A.674563	47.0068907096273	3.57587874337528	0	0.292297257558079	0.0958618051623591	0.182190728250662	A.674563	KrnarestrictRbf6	Kempirical
ABT.737	55.6097196611194	5.97766280164989	0	0.197739212007505	0.107854783576465	-0.00418118466898955	ABT.737	KrnarestrictRbf6	Kempirical
AT7519	37.4106767093539	5.04721012566991	0	0.306597238895558	0.0880784062461883	0.153037214885954	AT7519	KrnarestrictRbf6	Kempirical
AZD1480	40.8442790728471	6.04321949664593	0	0.297034664045162	0.114341035852793	0.0811764705882353	AZD1480	KrnarestrictRbf6	Kempirical
Afatinib..BIBW.2992.	40.2515933437256	6.94372491042373	0	0.14083070093059	0.143043217925014	-0.0174165457184325	Afatinib..BIBW.2992.	KrnarestrictRbf6	Kempirical
Alisertib..MLN8237.	37.1205142744556	6.48940857991589	0	0.268574499136789	0.118547889388504	0.0386749765218134	Alisertib..MLN8237.	KrnarestrictRbf6	Kempirical
Axitinib..AG.013736.	40.1046433789205	3.6116289078214	0	0.443467038221608	0.130822713454853	0.226381291851518	Axitinib..AG.013736.	KrnarestrictRbf6	Kempirical
BEZ235	52.8574846707148	3.58986868855863	0	0.26840095167484	0.0898688930873446	0.105114045618247	BEZ235	KrnarestrictRbf6	Kempirical
BI.2536	41.6399666317064	9.25394736175635	0	0.151365546218487	0.262595709451348	-0.160714285714286	BI.2536	KrnarestrictRbf6	Kempirical
BMS.345541	30.9774297013363	4.32866821118415	0	0.117449329804491	0.150788096111901	-0.0549816443268163	BMS.345541	KrnarestrictRbf6	Kempirical
Barasertib..AZD1152.HQPA.	39.898180020754	6.36875214163212	0	0.395764705882353	0.208898775612371	-0.0123981900452489	Barasertib..AZD1152.HQPA.	KrnarestrictRbf6	Kempirical
Bay.11.7085	36.0452355476963	6.47513794467012	0	0.439113256964249	0.121684994728724	0.295238095238095	Bay.11.7085	KrnarestrictRbf6	Kempirical
Bortezomib..Velcade.	54.6830063230063	5.75300941276715	0	0.265542215915838	0.145939275543256	0.0662511739093315	Bortezomib..Velcade.	KrnarestrictRbf6	Kempirical
Bosutinib..SKI.606.	42.6697953210341	5.92290076644788	0	0.413439503348629	0.115191740024629	0.218219072825066	Bosutinib..SKI.606.	KrnarestrictRbf6	Kempirical
CHIR.99021	33.9282396082571	7.62600916992777	0	0.105824581780225	0.162215637072901	-0.0894119907248271	CHIR.99021	KrnarestrictRbf6	Kempirical
CI.1040..PD184352.	45.131093680513	4.83903157183385	0	0.450264833945189	0.0637447265012051	0.387859643131563	CI.1040..PD184352.	KrnarestrictRbf6	Kempirical
CYT387	42.2705800027642	3.28618080583678	0	0.351880645436694	0.0950599984246172	0.122081447963801	CYT387	KrnarestrictRbf6	Kempirical
Cabozantinib	44.1953196533694	6.89782482435668	0	0.543364296081277	0.11144031384899	0.295565610859728	Cabozantinib	KrnarestrictRbf6	Kempirical
Canertinib..CI.1033.	35.6924710794016	4.50146830431606	0	0.444094595748314	0.0978670612180656	0.330950226244344	Canertinib..CI.1033.	KrnarestrictRbf6	Kempirical
Cediranib..AZD2171.	34.9650876006334	6.00498414234171	0	0.401583581836626	0.086314823299692	0.262186021648736	Cediranib..AZD2171.	KrnarestrictRbf6	Kempirical
Crenolanib	39.9391731674254	4.53415095426596	0	0.507014128728414	0.0966429454534643	0.343891402714932	Crenolanib	KrnarestrictRbf6	Kempirical
Crizotinib..PF.2341066.	36.6521545450302	3.62016399790667	0	0.268354598617757	0.121474653464163	0.109163059163059	Crizotinib..PF.2341066.	KrnarestrictRbf6	Kempirical
DBZ	45.1950807497694	8.69507932934648	0	0.122388663967611	0.175299025765125	-0.217206477732794	DBZ	KrnarestrictRbf6	Kempirical
Dasatinib	52.6304591850989	3.65751390996664	0	0.490705524683023	0.109245712594711	0.354955570745044	Dasatinib	KrnarestrictRbf6	Kempirical
Doramapimod..BIRB.796.	52.1604035842751	3.11414254965814	0	0.426201782267524	0.0899118688965445	0.257828054298642	Doramapimod..BIRB.796.	KrnarestrictRbf6	Kempirical
