meanRMSD	sdRMSD	meanCI	meanSpearman	sdSpearman	minSpearman	drug	Kpatient	Kdrug
X17.AAG..Tanespimycin.	38.006076212991	3.84068510006055	0	0.583131733970802	0.0911884942785254	0.402081447963801	X17.AAG..Tanespimycin.	KrnarestrictRbf5	Kempirical
A.674563	47.3179488605655	3.80944665625023	0	0.278924177314854	0.102299523753039	0.132246222146333	A.674563	KrnarestrictRbf5	Kempirical
ABT.737	54.9945211324148	6.01311023677296	0	0.220351112302332	0.111551300575036	0	ABT.737	KrnarestrictRbf5	Kempirical
AT7519	36.766539077936	5.96724089111091	0	0.312053421368547	0.0923045575985376	0.165714285714286	AT7519	KrnarestrictRbf5	Kempirical
AZD1480	40.7216962223414	6.00605307409785	0	0.301510825784066	0.120742329979097	0.0870588235294117	AZD1480	KrnarestrictRbf5	Kempirical
Afatinib..BIBW.2992.	39.921019420271	6.54383634367453	0	0.156764279006232	0.141846240227904	-0.00247588149918894	Afatinib..BIBW.2992.	KrnarestrictRbf5	Kempirical
Alisertib..MLN8237.	37.0982905534643	6.51292453359155	0	0.268688105411151	0.123159638366127	0.0342354648680953	Alisertib..MLN8237.	KrnarestrictRbf5	Kempirical
Axitinib..AG.013736.	39.7787459091967	3.71372320646777	0	0.45347929498803	0.137290261241888	0.228935180814988	Axitinib..AG.013736.	KrnarestrictRbf5	Kempirical
BEZ235	52.1019974678335	4.12605572828745	0	0.270051463388583	0.119817371196911	0.0918607442977191	BEZ235	KrnarestrictRbf5	Kempirical
BI.2536	41.9662931345963	9.08402283446453	0	0.123214285714286	0.248858117873231	-0.160714285714286	BI.2536	KrnarestrictRbf5	Kempirical
BMS.345541	30.3968202717691	3.57503885659084	0	0.105531631520533	0.141478660944134	-0.0483223768462392	BMS.345541	KrnarestrictRbf5	Kempirical
Barasertib..AZD1152.HQPA.	39.7890512652481	6.37887482392143	0	0.402733031674208	0.204821227137128	-0.00280542986425339	Barasertib..AZD1152.HQPA.	KrnarestrictRbf5	Kempirical
Bay.11.7085	35.9787789323929	6.44759935731298	0	0.433268018486596	0.12135450303592	0.300643500643501	Bay.11.7085	KrnarestrictRbf5	Kempirical
Bortezomib..Velcade.	55.0795190713372	5.53185299530318	0	0.257376082107737	0.13522431895432	0.0783744557329463	Bortezomib..Velcade.	KrnarestrictRbf5	Kempirical
Bosutinib..SKI.606.	42.7087697863508	5.90441995069619	0	0.412260622117808	0.110662544369245	0.210706053103389	Bosutinib..SKI.606.	KrnarestrictRbf5	Kempirical
CHIR.99021	34.2040032020843	7.33474525927843	0	0.0807782391971562	0.146728558783881	-0.132473283916717	CHIR.99021	KrnarestrictRbf5	Kempirical
CI.1040..PD184352.	45.6262071614159	5.00999837082742	0	0.448508494834799	0.0651620704740597	0.385554512080594	CI.1040..PD184352.	KrnarestrictRbf5	Kempirical
CYT387	42.3340798621037	3.34140153836285	0	0.346806454366943	0.0978313417394833	0.132126696832579	CYT387	KrnarestrictRbf5	Kempirical
Cabozantinib	44.58804897534	7.03587828435979	0	0.536581917527533	0.108995892061478	0.292669683257919	Cabozantinib	KrnarestrictRbf5	Kempirical
Canertinib..CI.1033.	35.4677858822096	4.76204564916833	0	0.443911039016477	0.0957097585637708	0.337317510458465	Canertinib..CI.1033.	KrnarestrictRbf5	Kempirical
Cediranib..AZD2171.	34.9392445348392	5.92468746988398	0	0.401775869189012	0.0878685524893636	0.254265677476713	Cediranib..AZD2171.	KrnarestrictRbf5	Kempirical
Crenolanib	39.8144983534891	4.51862355934255	0	0.520663034444547	0.0863527971854031	0.345972850678733	Crenolanib	KrnarestrictRbf5	Kempirical
Crizotinib..PF.2341066.	36.7886054766607	3.59596355136888	0	0.269590643274854	0.117569660031736	0.10988455988456	Crizotinib..PF.2341066.	KrnarestrictRbf5	Kempirical
DBZ	44.6820950601812	8.53248084587218	0	0.115060728744939	0.174579548418005	-0.219230769230769	DBZ	KrnarestrictRbf5	Kempirical
Dasatinib	52.3540905278837	3.60963341947174	0	0.494346459742215	0.107508108646489	0.357142857142857	Dasatinib	KrnarestrictRbf5	Kempirical
Doramapimod..BIRB.796.	51.751622445689	2.90234292915693	0	0.423042012370397	0.105611286064977	0.252760180995475	Doramapimod..BIRB.796.	KrnarestrictRbf5	Kempirical
Dovitinib..CHIR.258.	43.3062544913642	3.0048866706975	0	0.583194399385298	0.0546714419925715	0.50868778280543	Dovitinib..CHIR.258.	KrnarestrictRbf5	Kempirical
Elesclomol	46.6106206608421	7.43828148670788	0	0.540867947178872	0.0896373177365823	0.400336134453782	Elesclomol	KrnarestrictRbf5	Kempirical
Entospletinib..GS.9973.	39.6444877802989	3.25003125105847	0	0.487826763935162	0.12222906017886	0.260066740823137	Entospletinib..GS.9973.	KrnarestrictRbf5	Kempirical
Entrectinib	38.2086276975202	6.89561711226281	0	0.316363636363636	0.377410830266662	-0.354545454545455	Entrectinib	KrnarestrictRbf5	Kempirical
Erlotinib	30.1197332887071	2.95551872213436	0	0.43896749449381	0.0970312785055284	0.268109668109668	Erlotinib	KrnarestrictRbf5	Kempirical
Flavopiridol	52.1830995895823	4.93688032392984	0	0.394598342153326	0.108380342490521	0.165343107352439	Flavopiridol	KrnarestrictRbf5	Kempirical
Foretinib..XL880.	43.1995565634743	4.90497505826232	0	0.573809954751131	0.0746143610893801	0.461447963800905	Foretinib..XL880.	KrnarestrictRbf5	Kempirical
GDC.0879	31.548128958899	5.36842699267589	0	0.0861960564972937	0.12209853704906	-0.178438351781395	GDC.0879	KrnarestrictRbf5	Kempirical
GDC.0941	41.8458042714412	6.64202061501431	0	0.336332571881667	0.143869683346287	0.147432932469935	GDC.0941	KrnarestrictRbf5	Kempirical
