meanRMSD	sdRMSD	meanCI	meanSpearman	sdSpearman	minSpearman	drug	Kpatient	Kdrug
X17.AAG..Tanespimycin.	37.8800546623132	3.96276753552116	0	0.582871681038163	0.0890486792446974	0.416289592760181	X17.AAG..Tanespimycin.	KrnarestrictRbf9	Kempirical
A.674563	46.7150009242518	3.71814553782539	0	0.308503372321352	0.108255092044637	0.136685733800051	A.674563	KrnarestrictRbf9	Kempirical
ABT.737	55.4348839249722	6.7644587443897	0	0.220341731439292	0.122641752407618	-0.0358885017421603	ABT.737	KrnarestrictRbf9	Kempirical
AT7519	37.6220362616184	5.5183802614606	0	0.288935774309724	0.118515738808478	0.067563025210084	AT7519	KrnarestrictRbf9	Kempirical
AZD1480	40.9931734299292	6.07899752792241	0	0.285062470934459	0.123648550635269	0.0967420814479638	AZD1480	KrnarestrictRbf9	Kempirical
Afatinib..BIBW.2992.	40.9128163036843	7.27408093621307	0	0.132897976607189	0.156238661730903	-0.0110407239819005	Afatinib..BIBW.2992.	KrnarestrictRbf9	Kempirical
Alisertib..MLN8237.	37.0423008931077	6.60060106576122	0	0.281389968669999	0.133247155541637	0.0439682404166311	Alisertib..MLN8237.	KrnarestrictRbf9	Kempirical
Axitinib..AG.013736.	40.0214941048271	3.61125473872358	0	0.443688733664568	0.13650751852036	0.192837675614889	Axitinib..AG.013736.	KrnarestrictRbf9	Kempirical
BEZ235	52.7297920529417	4.27790767229784	0	0.253499933036902	0.104473399432389	0.0793757503001201	BEZ235	KrnarestrictRbf9	Kempirical
BI.2536	41.5371299739921	9.24517453585022	0	0.166218487394958	0.272724497360586	-0.176470588235294	BI.2536	KrnarestrictRbf9	Kempirical
BMS.345541	31.1766380616754	4.62800331064331	0	0.111765218133698	0.152601746766766	-0.0714027149321267	BMS.345541	KrnarestrictRbf9	Kempirical
Barasertib..AZD1152.HQPA.	39.5049848742614	6.47754430208804	0	0.413502262443439	0.193426699916342	-0.021447963800905	Barasertib..AZD1152.HQPA.	KrnarestrictRbf9	Kempirical
Bay.11.7085	36.4336473260128	6.32549127738965	0	0.423489213099255	0.133731739106908	0.211779536901448	Bay.11.7085	KrnarestrictRbf9	Kempirical
Bortezomib..Velcade.	55.221293526386	6.16781836331819	0	0.252382378109996	0.120987605400103	0.0631776658413728	Bortezomib..Velcade.	KrnarestrictRbf9	Kempirical
Bosutinib..SKI.606.	43.0775440885892	5.91598931573848	0	0.404570676595157	0.11178758373583	0.237599248698028	Bosutinib..SKI.606.	KrnarestrictRbf9	Kempirical
CHIR.99021	34.819557091928	7.42381013696626	0	0.0711826722496773	0.144504674906158	-0.141721616135724	CHIR.99021	KrnarestrictRbf9	Kempirical
CI.1040..PD184352.	45.4671436139332	4.95676527963299	0	0.446222146333134	0.0606829305754162	0.37300435413643	CI.1040..PD184352.	KrnarestrictRbf9	Kempirical
CYT387	43.2992095343778	2.94027539055351	0	0.339459233330487	0.101147747968664	0.123710407239819	CYT387	KrnarestrictRbf9	Kempirical
Cabozantinib	44.4292466595604	6.83040172293206	0	0.542335353880304	0.115979230998811	0.284343891402715	Cabozantinib	KrnarestrictRbf9	Kempirical
Canertinib..CI.1033.	35.4455281497377	4.35781205829763	0	0.453748484589772	0.0886512260284875	0.334570135746606	Canertinib..CI.1033.	KrnarestrictRbf9	Kempirical
Cediranib..AZD2171.	34.9580250518877	5.8440400192755	0	0.412313966467872	0.0951765553435959	0.275537458967289	Cediranib..AZD2171.	KrnarestrictRbf9	Kempirical
Crenolanib	40.1929884280556	4.53758770542129	0	0.505915597008034	0.10784252997424	0.318190045248869	Crenolanib	KrnarestrictRbf9	Kempirical
Crizotinib..PF.2341066.	36.6220380928755	4.15644012906755	0	0.275694919115972	0.130751794699371	0.114862914862915	Crizotinib..PF.2341066.	KrnarestrictRbf9	Kempirical
DBZ	44.9615552920691	9.10944117962677	0	0.112914979757085	0.165465404884065	-0.216396761133603	DBZ	KrnarestrictRbf9	Kempirical
Dasatinib	53.2635649264364	3.61246140049458	0	0.482513578197437	0.106920436834229	0.337229437229437	Dasatinib	KrnarestrictRbf9	Kempirical
Doramapimod..BIRB.796.	51.8635076870585	3.22403600641947	0	0.408903533969897	0.106347858112522	0.265067873303167	Doramapimod..BIRB.796.	KrnarestrictRbf9	Kempirical
Dovitinib..CHIR.258.	43.1495114141479	3.02693913153555	0	0.5764748569965	0.056084466307364	0.508778280542986	Dovitinib..CHIR.258.	KrnarestrictRbf9	Kempirical
Elesclomol	46.9569725802373	7.2527273882426	0	0.533731092436975	0.0836236150972685	0.442244897959184	Elesclomol	KrnarestrictRbf9	Kempirical
Entospletinib..GS.9973.	39.6240095918529	3.67590693553903	0	0.48971733069136	0.136508193403227	0.263181312569522	Entospletinib..GS.9973.	KrnarestrictRbf9	Kempirical
Entrectinib	38.3270523495319	7.0437560289847	0	0.297272727272727	0.349104850310849	-0.245454545454545	Entrectinib	KrnarestrictRbf9	Kempirical
Erlotinib	30.3672999558253	3.15936788000143	0	0.431249715197084	0.0984880304976334	0.258441558441558	Erlotinib	KrnarestrictRbf9	Kempirical
Flavopiridol	52.7211962462616	4.74685492932067	0	0.377025012101166	0.108401874091453	0.149686644532531	Flavopiridol	KrnarestrictRbf9	Kempirical
Foretinib..XL880.	43.7288690276237	4.49967936478214	0	0.564434389140271	0.0718035281294307	0.442805429864253	Foretinib..XL880.	KrnarestrictRbf9	Kempirical
GDC.0879	31.896705212485	5.13007528962918	0	0.0821014669648582	0.130491677298789	-0.178807216591279	GDC.0879	KrnarestrictRbf9	Kempirical
GDC.0941	41.8332349165691	6.44984765085871	0	0.335358889161585	0.164604649073045	0.0950508788159112	GDC.0941	KrnarestrictRbf9	Kempirical
GSK.1838705A	38.3550469946852	4.8239420747019	0	0.313499145540299	0.137295785029664	0.0685972850678733	GSK.1838705A	KrnarestrictRbf9	Kempirical
