meanRMSD	sdRMSD	meanCI	meanSpearman	sdSpearman	minSpearman	drug	Kpatient	Kdrug
X17.AAG..Tanespimycin.	37.8402002497378	4.03842288946921	0	0.588087424229489	0.0893412944014076	0.418280542986425	X17.AAG..Tanespimycin.	KrnarestrictRbf7	Kempirical
A.674563	46.8333256244227	3.18058576428333	0	0.293845869262073	0.112820315760361	0.112439170152822	A.674563	KrnarestrictRbf7	Kempirical
ABT.737	55.6809983273794	6.13270521121646	0	0.193261860091128	0.111904786922962	-0.0177700348432056	ABT.737	KrnarestrictRbf7	Kempirical
AT7519	37.4810548486707	5.05029270257525	0	0.310498799519808	0.0824843489230955	0.161488595438175	AT7519	KrnarestrictRbf7	Kempirical
AZD1480	40.7664119995068	5.99589134977393	0	0.296195973575716	0.124189042145738	0.0889592760180995	AZD1480	KrnarestrictRbf7	Kempirical
Afatinib..BIBW.2992.	40.4203815514868	7.2463075176737	0	0.139690941688722	0.14370285381428	-0.0099889012208657	Afatinib..BIBW.2992.	KrnarestrictRbf7	Kempirical
Alisertib..MLN8237.	37.0651650853166	6.47536406467233	0	0.270134437324021	0.122173321634426	0.0352599675574148	Alisertib..MLN8237.	KrnarestrictRbf7	Kempirical
Axitinib..AG.013736.	40.1983574984525	4.30763427881903	0	0.445220315777367	0.126725827579358	0.242543216038257	Axitinib..AG.013736.	KrnarestrictRbf7	Kempirical
BEZ235	52.8753548343531	3.96250199655194	0	0.277677774459793	0.103818291215606	0.0771668667466987	BEZ235	KrnarestrictRbf7	Kempirical
BI.2536	41.6203224484593	9.2102877060146	0	0.158046218487395	0.260431171241194	-0.160714285714286	BI.2536	KrnarestrictRbf7	Kempirical
BMS.345541	30.7776426722363	4.13495060902786	0	0.094113378297618	0.143168670964334	-0.0614701613591736	BMS.345541	KrnarestrictRbf7	Kempirical
Barasertib..AZD1152.HQPA.	40.0294232761672	6.36713534969834	0	0.392072398190045	0.211010694775474	-0.0184615384615385	Barasertib..AZD1152.HQPA.	KrnarestrictRbf7	Kempirical
Bay.11.7085	36.1749853840565	6.28654470544094	0	0.449939505009124	0.122208886090209	0.254079417949223	Bay.11.7085	KrnarestrictRbf7	Kempirical
Bortezomib..Velcade.	55.3271193090618	5.96719174450901	0	0.244259843899511	0.126688250878176	0.0660804234611116	Bortezomib..Velcade.	KrnarestrictRbf7	Kempirical
Bosutinib..SKI.606.	42.3927385767534	6.07138137473947	0	0.410156133868355	0.117172530628118	0.202680782037053	Bosutinib..SKI.606.	KrnarestrictRbf7	Kempirical
CHIR.99021	34.3026827819006	7.45581757679667	0	0.0887723080551486	0.153955133413991	-0.0963330888932216	CHIR.99021	KrnarestrictRbf7	Kempirical
CI.1040..PD184352.	45.2940357473749	4.95437637913586	0	0.450866046273371	0.0692454240794275	0.376675488773158	CI.1040..PD184352.	KrnarestrictRbf7	Kempirical
CYT387	42.194083853265	3.23181273026597	0	0.341053359515069	0.106299359354588	0.110226244343891	CYT387	KrnarestrictRbf7	Kempirical
Cabozantinib	44.2441534193909	6.9341031245452	0	0.544645265943823	0.104745831717063	0.313031674208145	Cabozantinib	KrnarestrictRbf7	Kempirical
Canertinib..CI.1033.	36.0029796838636	4.78711850098708	0	0.43748587040041	0.103122168383541	0.291812516007854	Canertinib..CI.1033.	KrnarestrictRbf7	Kempirical
