meanRMSD	sdRMSD	meanCI	meanSpearman	sdSpearman	minSpearman	drug	Kpatient	Kdrug
X17.AAG..Tanespimycin.	38.8799525168923	4.14073135405721	0	0.557949799368223	0.090336954913036	0.395113122171946	X17.AAG..Tanespimycin.	KrnarestrictRbf1	Kempirical
A.674563	46.5220910357159	3.42563679444498	0	0.2935560678069	0.118824224487092	0.081362588576795	A.674563	KrnarestrictRbf1	Kempirical
ABT.737	52.9485616135561	5.77211827919363	0	0.233087644063254	0.0725718059212948	0.119337979094077	ABT.737	KrnarestrictRbf1	Kempirical
AT7519	36.7348787685322	5.81247497564075	0	0.289594237695078	0.103275864219863	0.108955582232893	AT7519	KrnarestrictRbf1	Kempirical
AZD1480	40.7468985997589	6.78327047966052	0	0.296687111259642	0.131313517770387	0.121809954751131	AZD1480	KrnarestrictRbf1	Kempirical
Afatinib..BIBW.2992.	39.33571762804	7.04632359956217	0	0.128901391616153	0.151465880241053	-0.0727396909416887	Afatinib..BIBW.2992.	KrnarestrictRbf1	Kempirical
Alisertib..MLN8237.	37.4934666829288	6.23818847554579	0	0.201319357805273	0.107202646460805	0.00520788867070776	Alisertib..MLN8237.	KrnarestrictRbf1	Kempirical
Axitinib..AG.013736.	39.3479433889054	3.35280759239923	0	0.467909751813679	0.119895466609961	0.246774285813559	Axitinib..AG.013736.	KrnarestrictRbf1	Kempirical
BEZ235	49.6125754216131	3.41323216718864	0	0.297831673032487	0.109107661991806	0.114813925570228	BEZ235	KrnarestrictRbf1	Kempirical
BI.2536	40.6450463914675	8.04212473171201	0	0.23468487394958	0.292197806623916	-0.211764705882353	BI.2536	KrnarestrictRbf1	Kempirical
BMS.345541	29.6589945336027	3.51872096081143	0	0.038173140954495	0.139979307358124	-0.19737556561086	BMS.345541	KrnarestrictRbf1	Kempirical
Barasertib..AZD1152.HQPA.	40.197844680046	5.94080507451279	0	0.371692307692308	0.19622269110214	-0.0515837104072398	Barasertib..AZD1152.HQPA.	KrnarestrictRbf1	Kempirical
Bay.11.7085	36.011106752501	7.65879778632562	0	0.432459748691379	0.10761211252516	0.325611325611326	Bay.11.7085	KrnarestrictRbf1	Kempirical
Bortezomib..Velcade.	56.1118016252565	5.96582969672075	0	0.255349451698489	0.125279153151562	0.125463634897597	Bortezomib..Velcade.	KrnarestrictRbf1	Kempirical
Bosutinib..SKI.606.	43.2014201176196	5.6411670985593	0	0.401623365592945	0.0766105989280332	0.237428498249808	Bosutinib..SKI.606.	KrnarestrictRbf1	Kempirical
CHIR.99021	32.8710916301835	6.82848093524975	0	0.18741942333376	0.142845342197518	-0.0988711823997579	CHIR.99021	KrnarestrictRbf1	Kempirical
CI.1040..PD184352.	46.1291708800858	4.33749126182462	0	0.408909416887219	0.101024323815573	0.248698027832323	CI.1040..PD184352.	KrnarestrictRbf1	Kempirical
CYT387	42.0783128982675	3.1198762497423	0	0.306816187142491	0.0850802781375677	0.167676940151968	CYT387	KrnarestrictRbf1	Kempirical
Cabozantinib	46.807389615362	7.90489984318083	0	0.515706309229062	0.0712779606594201	0.418733031674208	Cabozantinib	KrnarestrictRbf1	Kempirical
Canertinib..CI.1033.	35.9859357970951	4.59461324206242	0	0.419031674208145	0.0950920956969553	0.293093144369504	Canertinib..CI.1033.	KrnarestrictRbf1	Kempirical
Cediranib..AZD2171.	34.6023537608713	6.04799107362016	0	0.384771951205504	0.119163432189827	0.184068798557813	Cediranib..AZD2171.	KrnarestrictRbf1	Kempirical
Crenolanib	40.7084185694315	4.78398608116153	0	0.516097146550928	0.0942004013261594	0.32027149321267	Crenolanib	KrnarestrictRbf1	Kempirical
Crizotinib..PF.2341066.	36.9137266848858	3.25084936916976	0	0.206398572188046	0.101476935012658	0.104784688995215	Crizotinib..PF.2341066.	KrnarestrictRbf1	Kempirical
DBZ	43.039400641011	7.8984328675397	0	0.148400809716599	0.210502058578645	-0.197165991902834	DBZ	KrnarestrictRbf1	Kempirical
Dasatinib	51.6880655601639	2.73880555510668	0	0.515461935553851	0.106553857608588	0.336978810663021	Dasatinib	KrnarestrictRbf1	Kempirical
Doramapimod..BIRB.796.	50.8437431788591	4.26378699816644	0	0.434108515743147	0.121881358555051	0.194027149321267	Doramapimod..BIRB.796.	KrnarestrictRbf1	Kempirical
Dovitinib..CHIR.258.	44.4537796929589	3.04627574990706	0	0.54492273542218	0.0750499592145453	0.483710407239819	Dovitinib..CHIR.258.	KrnarestrictRbf1	Kempirical
Elesclomol	47.196715013373	7.32370255095639	0	0.518762304921969	0.0836614503648101	0.367875150060024	Elesclomol	KrnarestrictRbf1	Kempirical
Entospletinib..GS.9973.	40.4543351230735	3.7452118549241	0	0.463644450395609	0.125465697400925	0.252502780867631	Entospletinib..GS.9973.	KrnarestrictRbf1	Kempirical
Entrectinib	39.0801724147638	5.71214947818395	0	0.27	0.383738556928362	-0.572727272727273	Entrectinib	KrnarestrictRbf1	Kempirical
Erlotinib	30.8517902019136	3.41704581961189	0	0.383158654211286	0.0894912372546096	0.203679653679654	Erlotinib	KrnarestrictRbf1	Kempirical
Flavopiridol	53.0647279439237	3.99982383056442	0	0.370855311667661	0.0742922596096302	0.274169098918562	Flavopiridol	KrnarestrictRbf1	Kempirical
Foretinib..XL880.	43.2281341890293	4.80561240584496	0	0.584045248868778	0.0813576288047604	0.459819004524887	Foretinib..XL880.	KrnarestrictRbf1	Kempirical
GDC.0879	31.4237034111744	4.77536222558446	0	0.125161589296327	0.156509061953237	-0.158888516857541	GDC.0879	KrnarestrictRbf1	Kempirical
GDC.0941	41.8802558902117	5.66068232344044	0	0.32640270724386	0.102669199892476	0.197039777983349	GDC.0941	KrnarestrictRbf1	Kempirical
GSK.1838705A	37.7426544584902	5.46231319071597	0	0.324851667894587	0.10537009404598	0.151674208144796	GSK.1838705A	KrnarestrictRbf1	Kempirical
GSK.1904529A	36.626550905791	4.69819522146318	0	0.166337900254229	0.0673252686384951	0.0304072398190045	GSK.1904529A	KrnarestrictRbf1	Kempirical
GSK690693	38.626212341368	5.25896717740071	0	0.14788545564296	0.127728390189144	-0.0553846153846154	GSK690693	KrnarestrictRbf1	Kempirical
GW.2580	36.2958399559209	2.64722126134956	0	0.336857731957153	0.118011858323813	0.160102040816327	GW.2580	KrnarestrictRbf1	Kempirical
Gefitinib	30.4361362050666	3.91411286633504	0	0.332573198449913	0.151773917484779	0.0786435786435786	Gefitinib	KrnarestrictRbf1	Kempirical
Gilteritinib..ASP.2215.	48.2786940609249	8.19387908826805	0	0.398630717108978	0.146620700893299	0.0897797854319593	Gilteritinib..ASP.2215.	KrnarestrictRbf1	Kempirical
