meanRMSD	sdRMSD	meanCI	meanSpearman	sdSpearman	minSpearman	drug	Kpatient	Kdrug
X17.AAG..Tanespimycin.	37.7340640935098	4.05350930103984	0	0.586803551609323	0.0865616715932741	0.424705882352941	X17.AAG..Tanespimycin.	KrnarestrictRbf10	Kempirical
A.674563	46.716449647801	3.27851477358364	0	0.312733714676001	0.107904204165824	0.124135575855887	A.674563	KrnarestrictRbf10	Kempirical
ABT.737	54.7896504543062	5.13259877960943	0	0.228730903243098	0.106184924064908	0.0614982578397213	ABT.737	KrnarestrictRbf10	Kempirical
AT7519	37.8134976179703	5.72130660875104	0	0.287122448979592	0.103125249836072	0.0729411764705882	AT7519	KrnarestrictRbf10	Kempirical
AZD1480	40.7628887496878	5.77717526601959	0	0.307744474524022	0.121907535271314	0.0872398190045249	AZD1480	KrnarestrictRbf10	Kempirical
Afatinib..BIBW.2992.	40.7740041319709	7.04945827409708	0	0.134031076581576	0.151673259878616	-0.0350038418850849	Afatinib..BIBW.2992.	KrnarestrictRbf10	Kempirical
Alisertib..MLN8237.	37.0384494916818	6.53299369317957	0	0.274008502500454	0.124396388762609	0.0393579783146931	Alisertib..MLN8237.	KrnarestrictRbf10	Kempirical
Axitinib..AG.013736.	40.5567096611325	4.52729616072969	0	0.4389222292485	0.129837282793136	0.207970420667096	Axitinib..AG.013736.	KrnarestrictRbf10	Kempirical
BEZ235	52.7816592941004	4.48389413390362	0	0.251895477849395	0.0999164156374816	0.075438175270108	BEZ235	KrnarestrictRbf10	Kempirical
BI.2536	41.8177839679541	9.49243952720951	0	0.143760504201681	0.268228547364833	-0.160714285714286	BI.2536	KrnarestrictRbf10	Kempirical
BMS.345541	31.5748011013176	4.25135134125293	0	0.108791599077948	0.145398797235667	-0.0866968325791855	BMS.345541	KrnarestrictRbf10	Kempirical
Barasertib..AZD1152.HQPA.	39.6312114263668	6.54485719020505	0	0.409429864253394	0.201278428514365	-0.0313122171945701	Barasertib..AZD1152.HQPA.	KrnarestrictRbf10	Kempirical
Bay.11.7085	36.4432159159542	6.35098310898209	0	0.419330171911701	0.13837168637651	0.204776245337246	Bay.11.7085	KrnarestrictRbf10	Kempirical
Bortezomib..Velcade.	55.2740033531741	6.01364247192191	0	0.251122109588336	0.124591975392312	0.0784598309570563	Bortezomib..Velcade.	KrnarestrictRbf10	Kempirical
Bosutinib..SKI.606.	42.3135068419414	5.83902511267422	0	0.408394149879461	0.118315087316676	0.234611115854179	Bosutinib..SKI.606.	KrnarestrictRbf10	Kempirical
CHIR.99021	35.0392964331202	7.42640809068791	0	0.0742831422625907	0.140224943419408	-0.122660144242922	CHIR.99021	KrnarestrictRbf10	Kempirical
CI.1040..PD184352.	44.8941297227743	4.73689767333541	0	0.456042004610262	0.065095221982831	0.391018526423632	CI.1040..PD184352.	KrnarestrictRbf10	Kempirical
CYT387	42.2412047348524	3.3852412011761	0	0.352868436779647	0.102865288775062	0.11158371040724	CYT387	KrnarestrictRbf10	Kempirical
Cabozantinib	44.2077594434564	6.79174501342473	0	0.544113549048066	0.110250470685563	0.309592760180995	Cabozantinib	KrnarestrictRbf10	Kempirical
Canertinib..CI.1033.	35.2705117513085	4.22884888847005	0	0.447357978314693	0.073279760494778	0.356651583710407	Canertinib..CI.1033.	KrnarestrictRbf10	Kempirical
Cediranib..AZD2171.	35.105000423648	5.88494410691542	0	0.404161095383325	0.0820154442600331	0.282054770743125	Cediranib..AZD2171.	KrnarestrictRbf10	Kempirical
Crenolanib	40.321502042953	4.59579327641825	0	0.50768805983932	0.100613466113077	0.326968325791855	Crenolanib	KrnarestrictRbf10	Kempirical
Crizotinib..PF.2341066.	36.919783927517	3.88613175862238	0	0.278204602415129	0.122808903562798	0.123448773448773	Crizotinib..PF.2341066.	KrnarestrictRbf10	Kempirical
DBZ	45.4220125976129	9.12946700577064	0	0.116963562753036	0.17122564828371	-0.208502024291498	DBZ	KrnarestrictRbf10	Kempirical
Dasatinib	52.9966550891513	3.44126293205296	0	0.479282750878452	0.108845721274694	0.35036075036075	Dasatinib	KrnarestrictRbf10	Kempirical
Doramapimod..BIRB.796.	52.0806636994618	2.5377107791529	0	0.404674674169174	0.107585943193655	0.262714932126697	Doramapimod..BIRB.796.	KrnarestrictRbf10	Kempirical
Dovitinib..CHIR.258.	43.5476748931226	2.95432535590771	0	0.581907111756168	0.0582554829461109	0.513393665158371	Dovitinib..CHIR.258.	KrnarestrictRbf10	Kempirical
Elesclomol	47.0517008983055	7.46519595168644	0	0.526662665066026	0.0736823472073051	0.422232893157263	Elesclomol	KrnarestrictRbf10	Kempirical
Entospletinib..GS.9973.	39.7397942290135	3.61059977961789	0	0.487737375213705	0.14021868727778	0.223581757508343	Entospletinib..GS.9973.	KrnarestrictRbf10	Kempirical
Entrectinib	37.8849709845639	7.31176444920265	0	0.307272727272727	0.347146309424317	-0.245454545454545	Entrectinib	KrnarestrictRbf10	Kempirical
Erlotinib	30.1469356741142	3.00912051107715	0	0.449867851446799	0.0915476219686076	0.283477633477633	Erlotinib	KrnarestrictRbf10	Kempirical
Flavopiridol	52.5484286450786	4.83756128668533	0	0.377689402095189	0.110333365101684	0.149686644532531	Flavopiridol	KrnarestrictRbf10	Kempirical
Foretinib..XL880.	43.6139674832273	4.35008093163075	0	0.565475113122172	0.0646444771868279	0.462714932126697	Foretinib..XL880.	KrnarestrictRbf10	Kempirical
GDC.0879	31.8913580720499	5.80793903889393	0	0.0791333126172296	0.121615006599314	-0.182034783677764	GDC.0879	KrnarestrictRbf10	Kempirical
GDC.0941	41.9936679502447	6.9491133658407	0	0.342145641790481	0.152607702201174	0.151480111008326	GDC.0941	KrnarestrictRbf10	Kempirical
GSK.1838705A	38.4238074289989	5.10754651357831	0	0.302517359032833	0.128151127021933	0.0620814479638009	GSK.1838705A	KrnarestrictRbf10	Kempirical
GSK.1904529A	37.003068138457	4.07507392966879	0	0.184784751464935	0.0925246891127622	0.0529326389481772	GSK.1904529A	KrnarestrictRbf10	Kempirical
GSK690693	38.3791291676501	5.44825593657291	0	0.214717300134369	0.125097353729118	-0.0519457013574661	GSK690693	KrnarestrictRbf10	Kempirical
GW.2580	36.4157258048792	1.90559172209703	0	0.409745524024373	0.119480422594408	0.245414423917201	GW.2580	KrnarestrictRbf10	Kempirical
Gefitinib	31.8243162431578	4.88850829802209	0	0.339633109624316	0.155139499450087	0.0803030303030303	Gefitinib	KrnarestrictRbf10	Kempirical
Gilteritinib..ASP.2215.	48.114756329859	6.76084759096215	0	0.458088650479955	0.089301343780166	0.298701298701299	Gilteritinib..ASP.2215.	KrnarestrictRbf10	Kempirical
Go6976	39.0061238112752	7.09669017831859	0	0.44034965034965	0.200994600943955	0.209090909090909	Go6976	KrnarestrictRbf10	Kempirical
INK.128	49.4495433510706	7.90701900854236	0	0.340493468795356	0.181466675313964	0.0934004951762998	INK.128	KrnarestrictRbf10	Kempirical
Ibrutinib..PCI.32765.	42.0019240091514	3.69974671901858	0	0.477737686193811	0.0846794218256907	0.347372991749891	Ibrutinib..PCI.32765.	KrnarestrictRbf10	Kempirical
Idelalisib	46.9164504954582	6.52262457823843	0	0.307429771908763	0.1380606090893	0.00494597839135654	Idelalisib	KrnarestrictRbf10	Kempirical
Imatinib	38.9463751025661	2.58630644552519	0	0.289621640450449	0.0902535254293111	0.146551724137931	Imatinib	KrnarestrictRbf10	Kempirical
JAK.Inhibitor.I	44.9994827045259	4.33752567151589	0	0.312816699393836	0.103371185333366	0.134295227524972	JAK.Inhibitor.I	KrnarestrictRbf10	Kempirical
JNJ.28312141	53.9565052287186	4.71346525202132	0	0.43343637454982	0.112477885709214	0.237647058823529	JNJ.28312141	KrnarestrictRbf10	Kempirical
JNJ.38877605	31.885119320177	4.32618655028431	0	0.242860070007684	0.185043512120847	0.0708614360112695	JNJ.38877605	KrnarestrictRbf10	Kempirical
JNJ.7706621	30.8385340648099	2.74084928491655	0	0.191330620298434	0.131604156703588	0.0367967215913942	JNJ.7706621	KrnarestrictRbf10	Kempirical
JQ1	40.4768054114989	3.79957927739527	0	0.453822393822394	0.219405245880475	0.0893178893178893	JQ1	KrnarestrictRbf10	Kempirical
KI20227	54.3680817008709	6.05492552672562	0	0.329841947521111	0.0859391700149293	0.228427370948379	KI20227	KrnarestrictRbf10	Kempirical
KU.55933	38.8062862210013	4.02191202533822	0	0.349015892665878	0.159004109360369	0.0794156190909955	KU.55933	KrnarestrictRbf10	Kempirical
KW.2449	43.9587439147382	5.89285157208951	0	0.570244805529465	0.115932354306849	0.380180995475113	KW.2449	KrnarestrictRbf10	Kempirical
LY.333531	28.0748043772051	2.16055524838901	0	0.537921303015643	0.0928167598288603	0.360710321864595	LY.333531	KrnarestrictRbf10	Kempirical
Lapatinib	32.9218788300157	3.91756550016448	0	0.354054834054834	0.071727935190751	0.27493805984372	Lapatinib	KrnarestrictRbf10	Kempirical
Lenalidomide	46.5769903629266	14.3046559827011	0	0.472642648105589	0.23248074867308	-0.0615115185454178	Lenalidomide	KrnarestrictRbf10	Kempirical
Lenvatinib	37.3201247905337	4.75000971086296	0	0.518692558104323	0.0692985540649128	0.436414565826331	Lenvatinib	KrnarestrictRbf10	Kempirical
Lestaurtinib..CEP.701.	41.8784026374713	6.51404777371663	0	0.418811188811189	0.199038241012757	0.0909090909090909	Lestaurtinib..CEP.701.	KrnarestrictRbf10	Kempirical
Linifanib..ABT.869.	49.3099132514748	5.16388235484801	0	0.438535702784508	0.151205693955842	0.159139417740972	Linifanib..ABT.869.	KrnarestrictRbf10	Kempirical
Lovastatin	48.6674773371322	8.75715486538786	0	0.0866619619834024	0.137411066573232	-0.0902255639097744	Lovastatin	KrnarestrictRbf10	Kempirical
MGCD.265	43.4233106302521	3.9147110246882	0	0.502441961399945	0.0980115091661923	0.311308523409364	MGCD.265	KrnarestrictRbf10	Kempirical
MK.2206	55.1009904529092	4.90141801685145	0	0.282950238588714	0.168693963768647	0.0843005498077705	MK.2206	KrnarestrictRbf10	Kempirical
MLN120B	42.0111730952546	6.14523185735051	0	0.186930015369077	0.108599468765583	0.0240582006840217	MLN120B	KrnarestrictRbf10	Kempirical
MLN8054	32.1580823654945	3.61596481750331	0	0.149805882619479	0.197932060900747	-0.160932297447281	MLN8054	KrnarestrictRbf10	Kempirical
Masitinib..AB.1010.	47.3212967697688	5.1147072670217	0	0.237704681872749	0.109963265187268	0.162352941176471	Masitinib..AB.1010.	KrnarestrictRbf10	Kempirical
